source,paraphraser,iteration,ppl,xppl
OpenAI,dipper(low),1,2.214607939632546,2.884986056430446
OpenAI,dipper(low),2,2.2858021653543306,2.9376640419947506
OpenAI,dipper(low),3,2.3468667979002626,2.9860359251968505
OpenAI,dipper,2,2.8302780511811023,3.277928149606299
OpenAI,dipper,3,2.9209727690288716,3.355355971128609
OpenAI,original,0,2.0245037729658795,2.586429625984252
OpenAI,palm,1,1.9211329155672823,2.519273581794195
OpenAI,palm,2,1.9380077088859415,2.5294263925729443
OpenAI,palm,3,1.9326666666666668,2.526375
OpenAI,pegasus(full),1,2.3528543307086616,2.840458907480315
OpenAI,pegasus(full),2,2.512569717847769,2.960322342519685
OpenAI,pegasus(full),3,2.5990608595800526,3.036735154199475
OpenAI,pegasus(slight),1,2.1148499015748032,2.648427247375328
OpenAI,pegasus(slight),2,2.185880085301837,2.704724409448819
OpenAI,pegasus(slight),3,2.2500820209973753,2.7578432578740157
PaLM,chatgpt,1,2.4356311274509803,2.810355392156863
PaLM,chatgpt,2,2.4387254901960786,2.807077205882353
PaLM,chatgpt,3,2.5222732843137257,2.8478860294117645
PaLM,dipper,1,2.81514469844358,3.3108584630350193
PaLM,dipper(high),1,3.860107421875,4.028453307392996
PaLM,dipper(high),2,3.9440053501945527,4.081286478599222
PaLM,dipper(high),3,3.9667436770428015,4.144698443579767
PaLM,dipper(low),1,2.296692607003891,2.9737658073929962
PaLM,dipper(low),2,2.3516232976653697,3.017692120622568
PaLM,dipper(low),3,2.3877675097276265,3.0474829766536966
PaLM,dipper,2,2.922178988326848,3.394455252918288
PaLM,dipper,3,3.041494406614786,3.481213521400778
PaLM,original,0,2.0875030398832686,2.6879255836575875
PaLM,palm,1,2.0434703307392996,2.653088521400778
PaLM,palm,2,2.036292330677291,2.653479830677291
PaLM,palm,3,2.050375,2.6666875
PaLM,pegasus(full),1,2.491564323929961,2.9658925097276265
PaLM,pegasus(full),2,2.6517433730739297,3.098826605058366
PaLM,pegasus(full),3,2.73972329463035,3.149022677509728
PaLM,pegasus(slight),1,2.210086332684825,2.7634818822957197
PaLM,pegasus(slight),2,2.289807271400778,2.824249148832685
PaLM,pegasus(slight),3,2.376367947470817,2.894120865758755
Tsinghua,chatgpt,1,2.311054792225201,2.670576407506702
Tsinghua,chatgpt,2,2.34981938844086,2.6879620295698925
Tsinghua,chatgpt,3,2.3948462701612905,2.7083123319892475
Tsinghua,dipper,1,2.545444100935829,2.9921039438502675
Tsinghua,dipper(high),1,3.7362967914438503,3.908673128342246
Tsinghua,dipper(high),2,3.8082386363636362,3.9262199197860963
Tsinghua,dipper(high),3,3.803371490641711,3.9375835561497325
Tsinghua,dipper(low),1,2.2119088402406417,2.7290274064171123
Tsinghua,dipper(low),2,2.263222760695187,2.774377506684492
Tsinghua,dipper(low),3,2.3041861631016043,2.8034341577540105
Tsinghua,dipper,2,2.6431316844919786,3.0687980447860963
Tsinghua,dipper,3,2.7113030581550803,3.139590992647059
Tsinghua,original,0,2.0497054645721926,2.5467705548128343
Tsinghua,palm,1,2.0113445779619563,2.549088187826087
Tsinghua,palm,2,2.0176104972375692,2.567571650552486
Tsinghua,palm,3,2.0335522870111733,2.584038931564246
Tsinghua,pegasus(full),1,2.3221298462566846,2.7082845922459895
Tsinghua,pegasus(full),2,2.418208973930481,2.790942513368984
Tsinghua,pegasus(full),3,2.471267129010695,2.832699699197861
Tsinghua,pegasus(slight),1,2.1357474097593583,2.5971758021390374
Tsinghua,pegasus(slight),2,2.1986651905080214,2.6409801136363638
Tsinghua,pegasus(slight),3,2.2474619819518717,2.665148729946524
