source,paraphraser,iteration,ppl,xppl
Human,palm,3,2.1094928609913794,2.5487271012931036
Human,pegasus(full),1,2.680572509765625,2.83660888671875
Human,pegasus(full),2,2.7689971923828125,2.921905517578125
Human,pegasus(full),3,2.8271026611328125,2.9537200927734375
Human,pegasus(slight),1,2.72283935546875,2.75970458984375
Human,pegasus(slight),2,2.731353759765625,2.78778076171875
Human,pegasus(slight),3,2.7323455810546875,2.805328369140625
LLAMA,chatgpt,1,2.149019607843137,2.565563725490196
LLAMA,chatgpt,2,2.2108759842519685,2.595226377952756
LLAMA,chatgpt,3,2.2411375988142295,2.6206459980237153
LLAMA,dipper,1,2.198330269607843,2.613020833333333
LLAMA,dipper(high),1,3.4551470588235293,3.664950980392157
LLAMA,dipper(high),2,3.5142769607843136,3.694546568627451
LLAMA,dipper(high),3,3.5473651960784314,3.7075367647058823
LLAMA,dipper(low),1,1.9052236519607844,2.402052696078431
LLAMA,dipper(low),2,1.9284620098039216,2.413112745098039
LLAMA,dipper(low),3,1.9556372549019607,2.432751225490196
LLAMA,dipper,2,2.286734068627451,2.6916053921568626
LLAMA,dipper,3,2.320067401960784,2.721170343137255
LLAMA,original,0,1.8595818014901961,2.3893382352941175
LLAMA,palm,1,1.8991893305439331,2.518861140167364
LLAMA,palm,2,1.908145920502092,2.4864507060669454
LLAMA,palm,3,1.8891376830543933,2.487186192468619
LLAMA,pegasus(full),1,1.9768841911764705,2.3727634803921567
LLAMA,pegasus(full),2,2.0072916666666667,2.3688725490196076
LLAMA,pegasus(full),3,2.0518612132156866,2.3916207107843137
LLAMA,pegasus(slight),1,1.922640931372549,2.4106770833333333
LLAMA,pegasus(slight),2,1.952251838235294,2.4198376225490197
LLAMA,pegasus(slight),3,1.978155637254902,2.425061274509804
OpenAI,chatgpt,1,2.228912353515625,2.84576416015625
OpenAI,chatgpt,2,2.233578431372549,2.8394607843137254
OpenAI,chatgpt,3,2.311546505905512,2.8846887303149606
OpenAI,dipper,1,2.578338623046875,3.1395263671875
OpenAI,dipper(high),1,3.7099609375,3.87933349609375
OpenAI,dipper(high),2,3.7889093137254903,3.9163818359375
OpenAI,dipper(high),3,3.85821533203125,4.01324462890625
OpenAI,dipper(low),1,2.12664794921875,2.92626953125
OpenAI,dipper(low),2,2.17156982421875,2.94952392578125
OpenAI,dipper(low),3,2.19964599609375,2.9814453125
OpenAI,dipper,2,2.682525634765625,3.203125
OpenAI,dipper,3,2.73345947265625,3.2266845703125
OpenAI,original,0,2.042877197265625,2.75030517578125
OpenAI,palm,1,1.8897751046025104,2.672136506276151
OpenAI,palm,2,1.9179030987394958,2.660812762605042
OpenAI,palm,3,1.9165452860169492,2.6466498940677967
OpenAI,pegasus(full),1,2.2393341064453125,2.835968017578125
OpenAI,pegasus(full),2,2.31048583984375,2.8811492919921875
OpenAI,pegasus(full),3,2.3903121948046877,2.938568115234375
OpenAI,pegasus(slight),1,2.10015869140625,2.766326904296875
