source,paraphraser,iteration,ppl,xppl
OpenAI,dipper,3,2.9815905040733197,3.4318355397148674
OpenAI,original,0,2.3676171079429733,2.8954302443991855
OpenAI,palm,1,2.1346914556962027,2.872511207805907
OpenAI,palm,2,2.2084157436708862,2.9186939609704643
OpenAI,palm,3,2.2041346663135593,2.908633474576271
OpenAI,pegasus(full),1,2.469625127291242,2.9893154913441955
OpenAI,pegasus(full),2,2.552841776985743,3.062221550407332
OpenAI,pegasus(full),3,2.5953809190020367,3.0857386074338087
OpenAI,pegasus(slight),1,2.397204366089613,2.9142057026476578
OpenAI,pegasus(slight),2,2.4208566700610996,2.9351689791242364
OpenAI,pegasus(slight),3,2.4482958884928716,2.952154404276986
PaLM,chatgpt,1,2.4446037710970465,2.8822026635021096
PaLM,chatgpt,2,2.456989957716702,2.902583245243129
PaLM,chatgpt,3,2.52270766985138,2.930367569002123
PaLM,dipper,1,2.7023338607594938,3.2147613396624473
PaLM,dipper(high),1,3.790479957805907,3.9309401371308015
PaLM,dipper(high),2,3.8256197257383966,3.975210970464135
PaLM,dipper(high),3,3.826081223628692,4.01532832278481
PaLM,dipper(low),1,2.2307901503164556,2.9048819883966246
PaLM,dipper(low),2,2.2929852320675104,2.964514108649789
PaLM,dipper(low),3,2.321664029535865,3.001648206751055
PaLM,dipper,2,2.8040199762658227,3.3073411128691985
PaLM,dipper,3,2.910584783755274,3.376466904008439
PaLM,original,0,2.1802160412262155,2.8255208333333335
PaLM,palm,1,2.109218089323467,2.818247885835095
PaLM,palm,2,2.1515309846072186,2.846005838641189
PaLM,palm,3,2.157900411358811,2.8531382696390657
PaLM,pegasus(full),1,2.3052449458139534,2.8759971650843883
PaLM,pegasus(full),2,2.3776839984143763,2.925876021898734
PaLM,pegasus(full),3,2.4081308635095136,2.9381469211603375
PaLM,pegasus(slight),1,2.230055827167019,2.8609820015822787
PaLM,pegasus(slight),2,2.2583575581395348,2.8738132911392404
PaLM,pegasus(slight),3,2.2847722317758983,2.8867105089662446
Tsinghua,chatgpt,1,2.2025964587737845,2.6168901955602535
Tsinghua,chatgpt,2,2.302622885835095,2.6798691860465116
Tsinghua,chatgpt,3,2.3343683932346724,2.702447806553911
Tsinghua,dipper,1,2.2235526315789476,2.6400986842105265
Tsinghua,dipper(high),1,3.5788486842105263,3.766036184210526
Tsinghua,dipper(high),2,3.589358552631579,3.746907894736842
Tsinghua,dipper(high),3,3.6405427631578946,3.7775
Tsinghua,dipper(low),1,1.9642927631578948,2.448034539473684
Tsinghua,dipper(low),2,1.9846422697473682,2.4580674342105264
Tsinghua,dipper(low),3,1.9986759868421053,2.4678782894736844
Tsinghua,dipper,2,2.3186842105263157,2.709605263157895
Tsinghua,dipper,3,2.3640871710526317,2.7691940789473684
Tsinghua,original,0,1.9512541118315792,2.469449013157895
Tsinghua,palm,1,2.030701462755319,2.647199135638298
Tsinghua,palm,2,2.179361282119914,2.8093381959314776
Tsinghua,palm,3,2.2439189641327624,2.8645735746895076
Tsinghua,pegasus(full),1,1.906714638168421,2.3085279605263156
Tsinghua,pegasus(full),2,1.9036965460421054,2.2773848684210525
Tsinghua,pegasus(full),3,1.8820435855157895,2.238388157894737
Tsinghua,pegasus(slight),1,1.9881743421052631,2.480921052631579
Tsinghua,pegasus(slight),2,2.0129605262947368,2.476472039473684
Tsinghua,pegasus(slight),3,2.0213856907789474,2.4654111842105264
