source,paraphraser,iteration,ppl,xppl
PaLM,dipper(low),2,1.917272150112867,2.4845689898419865
PaLM,dipper(low),3,1.9858916478555304,2.5420428893905194
PaLM,dipper,2,2.4319977426636568,2.8652123306997743
PaLM,dipper,3,2.565233493227991,2.97416408013544
PaLM,original,0,1.6244268481941309,2.2252927483069977
PaLM,palm,1,1.6697362839366516,2.256716628959276
PaLM,palm,2,1.6995907738095237,2.271311649659864
PaLM,palm,3,1.7023597665148065,2.2732417425968108
PaLM,pegasus(full),1,1.9944322680995474,2.4512337386877827
PaLM,pegasus(full),2,2.1112795178054298,2.539177389683258
PaLM,pegasus(full),3,2.1555330440497737,2.5737282593438913
PaLM,pegasus(slight),1,1.7476985750564333,2.296813275959368
PaLM,pegasus(slight),2,1.8241129373589164,2.3500987584650113
PaLM,pegasus(slight),3,1.8863043171557563,2.3940021867945824
Tsinghua,chatgpt,1,2.476393398268398,2.7205255681818183
Tsinghua,chatgpt,2,2.5367796266233764,2.7500338203463204
Tsinghua,chatgpt,3,2.548182744565217,2.7545176630434782
Tsinghua,dipper,1,2.6022938829787234,3.013846409574468
Tsinghua,dipper(high),1,3.8090093085106385,3.9773271276595743
Tsinghua,dipper(high),2,3.8919547872340425,3.968650265957447
Tsinghua,dipper(high),3,3.9278922872340427,4.032779255319149
Tsinghua,dipper(low),1,2.322190824468085,2.7821559175531916
Tsinghua,dipper(low),2,2.389876994680851,2.84477227393617
Tsinghua,dipper(low),3,2.447514960106383,2.8865857712765957
Tsinghua,dipper,2,2.7286486037234043,3.111818484042553
Tsinghua,dipper,3,2.802692819148936,3.1850731382978723
Tsinghua,original,0,2.194223736702128,2.6122257313829786
Tsinghua,palm,1,2.186856308804301,2.620984543010753
Tsinghua,palm,2,2.18840605637931,2.6211695177801726
Tsinghua,palm,3,2.1992640002025863,2.6333597117456895
Tsinghua,pegasus(full),1,2.469487106865672,2.844158115671642
Tsinghua,pegasus(full),2,2.592752615266525,2.9540828224946694
Tsinghua,pegasus(full),3,2.6465385127718553,3.0012160181236673
Tsinghua,pegasus(slight),1,2.3024268617021275,2.701487699468085
Tsinghua,pegasus(slight),2,2.3566988031914895,2.7457446808510637
Tsinghua,pegasus(slight),3,2.4055186170212766,2.7883976063829787
